"María Luisa Flores de Alpes, Alianza para la Educación Superior, universidades particulares ","El humanismo, por supuesto, es indispensable, no podemos vivir sin él, porque si no nos perderemos, no somos máquinas. Pero sí, comentarle que le agradezco muchísimo todo su comentario, su esfuerzo y ojalá que tengamos muchos subsecretarios por dos, tres, cuatro, cinco años o más y quizá quién sabe qué puede pasar después. Y agradecerle, decirle que cuenta con nosotros y que sí, si todos nos tomamos de las manos, en esos círculos cabemos todos, solo hay que hacerlos más grandes. Gracias"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Exacto. Muy bien. Muchas gracias.
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Muy buenos días, Raúl Martínez Hernández de la Asociación Nacional de Universidades Tecnológicas y Politécnicas. Subsecretario, la verdad es que escuché muy atentamente cada una de sus palabras y la verdad es que es un placer escucharle expresarse de esa manera, habla por sí solo de un conocimiento muy claro de la educación superior de nuestro país y pues desde luego, ese éxito eh que tuvo durante todos estos años en la Universidad de Guadalajara pues garantiza que sin duda alguna esta etapa en la que entra la educación superior nuestro país nos espera una etapa de progreso, de lucha, de progreso y de resultados tangibles."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Yo solamente quiero expresar mi punto de vista sobre lo que comentó que ya lo dije es algo muy propositivo y que desde luego no depende de una sola persona, sino de un conglomerado, de un conjunto, de todos los que tenemos que aportar nuestro granito de arena para que los resultados verdaderamente estén al alcance de todos los jóvenes que son la razón de ser de todos los que estamos aquí y quienes a través de redes nos están eh viendo y escuchando."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Y efectivamente en educación lo hemos dicho en otras ocasiones, desafortunadamente la planificación, lo que se proyecta, no puede ser de un día para otro. Vemos que cualquier acción que se determine en educación, la asemejamos al dar su curso a través del timón en un transatlántico, en donde hoy se toman medidas y pues este transatlántico, al dar un giro, pues tiene que pasar varias, varios cientos de millas o varias millas para poder agarrar un nuevo rumbo. Desafortunadamente es así la educación, no podemos, todavía no existe ese microondas que produzca un profesionista al día de mañana, que es cuando se está requiriendo en el sector productivo, que a fin de cuentas es a quien nosotros les estamos formando ese capital humano. "
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Creo que el reto más grande, o uno de los retos más grandes que asoma a este consejo, es el que pudiéramos ir a través de la participación de todos ir viendo las megatendencias de hacia dónde va el rumbo del país y del mundo en materia de nuevas necesidades de profesiones. "
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Yo recuerdo hace alrededor de 15 20 años que estaba de moda la nanotecnología y que a través de varias reuniones veíamos la necesidad inminente porque así nos lo pedía el sector productivo de formar especialistas en nanotecnología. Y pues bueno, todos queríamos impartir nanotecnología en nuestras universidades, pero ¿qué pasa? Pues sí, el deseo es muy grande, pero la realidad es muy distinta, ¿en qué sentido? En que el personal que tenemos no tiene los conocimientos que requieren estas megatendencias."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Por eso es que debemos de tener siempre las luces altas, valga la expresión, y a través de esa movilidad, a través de las distintas capacitaciones que podemos ofertar, incluso nosotros mismos, dentro o fuera del país, debemos estar siempre actualizando los conocimientos de nuestros maestros, de nuestro personal docente."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Solamente de esa manera podemos hacerle frente a todas estas megatendencias que está planteando el sector productivo y, para ello, obviamente se necesita, ya lo comentaban ahora, dar vigencia, darle un impacto mayúsculo a la movilidad, tanto estudiantil como docente, y de esa manera podríamos, creo, dar grandes pasos para hacerle frente a estos retos que está planteando el sector productivo, no solo de México, sino del mundo, en este mundo ya tan globalizado."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Otro tema que también resulta muy importante y muy apremiante, lo hemos comentado ya en este espacio en otros momentos, y lo comentaba ahora muy acertadamente el maestro Enrique Del Val: el de empezar a trabajar a través de un grupo colegiado con hacienda, ya se ha hecho en otros momentos, ir dándole forma a todos esos requerimientos que tienen las instituciones de educación superior."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Es lamentable que pues tenemos que reconocer que hay instituciones que lejos de mantener el presupuesto del año próximo anterior se les ve menguado, se disminuye. Entonces esto no es posible. Esto afecta a todo proyecto que pudiera este echarse a cuestas. No es posible tener una ampliación de la cobertura, pues porque no hay para cubrir los sueldos de nuestros maestros, porque no hay para cubrir todos los gastos de operación y sobre todo el mantenimiento y equipamiento de talleres y laboratorios."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Entonces creo que sí hay caminos y afortunadamente en nuestro país tenemos empresas, tenemos muchos de nuestros egresados que hoy son CEO en grandes consorcios empresariales y que participarían y están participando de manera muy entusiasta con los proyectos que se están elaborando en nuestras instituciones."
"Raúl Martínez Hernández, de la Asociación Nacional de Universidades Tecnológicas y Politécnicas ","Entonces son dos grandes rubros en los cuales me atrevo a comentar y desde luego subsecretario, nos complace mucho tenerlo a usted aquí con nosotros y, sobre todo, darle la bienvenida a Carlos Iván Moreno, quien se incorpora aquí; un gran conocedor, lo pude escuchar en la reunión de universa ahora en la UNAM y la verdad es grato ver la visión que tienen. Entonces muchas gracias. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muchas gracias. Bueno, a ver, como vi que teníamos muchas manos levantadas, ¿les parece si pongo un cronómetro de dos minutos por intervención y que nos suene la alarma, y un minuto antes les aviso? Porque si no, no vamos a alcanzar el tiempo para que todo el mundo que quiera hablar pueda hacerlo. La otra opción es que pongamos tres intervenciones y después nos lo manden por escrito, pero quizás sea más bonito si nos escuchamos, ¿no? Pero yo voy a poner una alarma de un minuto, ¿vale? Entonces, adelante, sigamos, ¿vale? No sé dónde va el micrófono aquí, venga."
"Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México ","Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México. Felicito enormemente esta coincidencia de conceptos, caminos y estrategias para avanzar en la educación superior y la economía de nuestro país."
"Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México ","Me parece que, efectivamente, en las universidades tenemos que ser críticos y autocríticos. Vale la pena empezar, dentro de las propuestas que se han hecho, por pedir a nuestros diputados que cambien el esquema de ingresos tributarios de nuestro país. No es posible avanzar como quisiéramos si tenemos todavía, creo que todavía este año, el último lugar de la OCDE en ingresos tributarios respecto del PIB nacional. Eso es uno… con eso seguramente podemos hacer algunas otras cosas."
"Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México ","Pero para las instituciones de educación superior es necesario, y también coincido con las posiciones anteriores, presupuestos multianuales para la educación superior y aplicar, como ya se hizo alguna vez desde la ANUIES, los diferenciales de costo por alumno. Hay diferencias enormes entre las instituciones de educación superior respecto a cuánto cuesta cada alumno."
"Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México ","Por otro lado, en las instituciones de educación superior tenemos que revisar con cuidado, con mucho cuidado, la rapidez con la que le respondemos a una industria, a una empresa cuando nos pide ayuda, porque el profesor tiempo completo invitado tiene que meter un informe, tiene que meter el permiso de plan de trabajo, pedirle a administración las fianzas que le cotiza el equipamiento que va a comprar, ir por la licitación, solo los proveedores están registrados y el empresario se retira y dijo, perdóname, este lo hago yo por mi cuenta. "
"Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México ",Cuando se hacen licitaciones se licita igual en la universidad papel de baño que un microscopio electrónico y tardan lo mismo y son dos cosas completamente diferentes para poder trabajar en la universidad.
"Víctor Sánchez González, subsecretario de Educación Superior y Normal del gobierno del Estado de México ",Espero haberlos tenido al minuto. 
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Ahí está un poquito más, pero ahí está. Pero bien, bien, bien, mejoramos, ahí va. Va. Muy bien."
"Rodolfo Basurto Álvarez, subsecretario de media superior y superior ","Muchas gracias, soy Rodolfo Basurto de Sonora, subsecretario de media superior y superior. Son muchos temas, voy a ser breve y básicamente en el tema que nos comparte aquí en esta reunión. El CONACES es un consejo de coordinación de la educación superior, la subsecretaria, perdón, la secretaria Rosaura Ruiz nos decía que hay muchas redes y que teníamos que trabajar o revisar los sistemas de articulación."
"Rodolfo Basurto Álvarez, subsecretario de media superior y superior ","El CONACES tiene el propósito junto con las COEPES de conformar el sistema nacional de educación superior. La secretaria Rosaura nos invita a conformar un sistema nacional de humanidades, ciencia, tecnología e innovación. Sistema nacional de educación superior y sistema nacional de CTI."
"Rodolfo Basurto Álvarez, subsecretario de media superior y superior ","Cuándo hay una diferencia entre estos dos sistemas nacionales. Finalmente somos los mismos actores y a través de las COEPES, a través del CONACES nos podemos articular. Tenemos que precisar bien qué es el sistema nacional de ciencia, tecnología e innovación frente al sistema nacional de educación superior. Quién es subconjunto de quién o son dos conjuntos iguales y paralelos o a veces somos uno y a veces somos otro y en ese sentido importa mucho quién coordina o quién convoca. Aquí quedó claro que coordinarían las dos secretarías, pero a nivel de las COEPES necesitamos definir."
"Rodolfo Basurto Álvarez, subsecretario de media superior y superior ","Rosaura dice, bueno, que se defina si son SECIHTIS o si son dos que vengan dos. Entonces es importante precisar eso y también cómo convocamos a las reuniones en las distintas entidades, por ejemplo, para los temas de los grupos de trabajo en los principales aspectos de la industria y la transformación."
"Rodolfo Basurto Álvarez, subsecretario de media superior y superior ",Yo creo que es importante poner énfasis en la parte conceptual y también en la parte organizativa de cómo nos coordinamos a nivel de las entidades federativas y hacer uso de las instancias ya definidas por las leyes.
"Rodolfo Basurto Álvarez, subsecretario de media superior y superior ","La Ley General de Educación Superior habla de la instancia de participación, de vinculación, coordinación y participación y consulta con los empresarios para utilizar esas instancias para aquellos temas que son relevantes para el programa nacional de Plan México y del nuevo modelo de industria. Simplemente eso quería comentar. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Tomamos nota y por lo pronto hay que hacerlo en lo económico, o sea, yo creo que lo que propone la secretaría Rosaura tiene toda la razón, cada estado tiene diferentes tipos, hay quien separó la ciencia y quien no, hay quien separó la básica de la superior."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","En lo económico podemos invitarlos a todos en lo que se tendría que reformar la ley para modificar este COEPES, pero yo creo que nada nos afecta si los funcionarios estatales que tienen que ver con ciencia los invitamos aunque sea en lo económico. O sea, creo que en lo que modificamos la ley los estados que tienen separada la educación superior de la ciencia o eso, pues yo creo que sería un buen gesto que vengan a escuchar y que sean parte, y ya después modificaremos la ley porque hay que adaptarlo."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muy bien, adelante, un minuto. Ya vamos a poner aquí la alarma, pongan atención cuando suene porque este no, puso una como musiquita, le digo, no, ponle chicharra de los bomberos. Venga."
"Rosa López Flores, representando a través de una asociación de los cuerpos académicos de las escuelas normales ","Correcto, excelente. Mi nombre es Rosa López Flores, yo vengo del estado de Guanajuato, representando a través de una asociación de los cuerpos académicos de las escuelas normales."
"Rosa López Flores, representando a través de una asociación de los cuerpos académicos de las escuelas normales ",Hemos revisado detenidamente este programa que nos hicieron llegar y bueno yo visualizo que sería muy interesante empezar a recuperar este elemento de la tarea de las escuelas normales en esta tarea de la educación superior y de las propias universidades pedagógicas
"Rosa López Flores, representando a través de una asociación de los cuerpos académicos de las escuelas normales ","Me parece que también en este programa se está manejando todavía el concepto de competencia, cuando estamos aspirando desde la educación ya sea desde el ámbito universitario o desde el ámbito de las instituciones formadoras a estar hablando de capacidades porque estamos hablando del desarrollo humano y por ahí podemos ir viendo a Merita Zen, a Marta Newsman a ir viendo como este planteamiento puede hacer eco desde las universidades, los tecnológicos y obviamente de nuestras instituciones. "
"Rosa López Flores, representando a través de una asociación de los cuerpos académicos de las escuelas normales ","Quiero comentar que a través de Jesús, el doctor Julio, el doctor Abraham vamos en avanzada en este sentido de la movilidad académica, vamos en avanzada en el sentido de la microcredencialización que aquí le llaman nosotros lo estamos armando desde las mallas curriculares que tienen un sentido homogéneo y esto nos permite que los estudiantes vayan de una institución a otra. Muy bien gracias y aquí nada más para que nos visualicen. Muy amable, muchas gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Muchas gracias seguimos
Alejandra Méndez Zúñiga de la Universidad Pedagógica de Durango ,"Buenos días a todos, a todas. Alejandra Méndez Zúñiga de la Universidad Pedagógica de Durango."
Alejandra Méndez Zúñiga de la Universidad Pedagógica de Durango ,"Me parece altamente pertinente este programa de CONACES en relación a los trabajos que viene haciendo el propio CONACES, pero también a lo que se está demandando a las IES las necesidades sociales y económicas del país. Me parece altamente pertinente."
Alejandra Méndez Zúñiga de la Universidad Pedagógica de Durango ,"Creo que las líneas de acción son así, pero falta recalcar un punto muy importante que estamos discutiendo aquí y que usted mismo subsecretario señaló, que hay necesidad de desarrollar en a los estudiantes estas capacidades que le hemos llamado habilidades blandas."
Alejandra Méndez Zúñiga de la Universidad Pedagógica de Durango ,"Ahora que estamos revisando y actualizando, en su caso, los planes y programas de estudios de educación superior, creo que este debe ser un eje transversal, el desarrollo de estas habilidades blandas."
Alejandra Méndez Zúñiga de la Universidad Pedagógica de Durango ,"Los estudios recientes nos dicen que no solo mejoran el trayecto académico de los estudiantes, sino que también fortalecen la posibilidad de empleabilidad, de desarrollo profesional y, obviamente, de desarrollo humano que tanto necesitamos en nuestro país. Entonces, esa sería mi propuesta, que se vea más claro en el en este programa, el desarrollo de habilidades blandas en los estudiantes. Por su atención, muchas gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muy bien, adelante."
"José Luis López, director de la unidad de la UPN 149 Ecatepec ","Buenas tardes. Buenas tardes. Muchas gracias, José Luis López, director de la unidad de la UPN 149 Ecatepec, representando a la región Centroccidente. Me acompañan la consejera académica y el consejero estudiantil. Tres cuestiones nada más."
"José Luis López, director de la unidad de la UPN 149 Ecatepec ",Una primera: hemos estado siguiendo con atención esas líneas de acción. Estamos participando activamente en la conformación del SEAES. Hemos estado recibiendo los reconocimientos y estaremos atentos a las medidas que se tomen para dar seguimiento a este primer ejercicio.
"José Luis López, director de la unidad de la UPN 149 Ecatepec ","Segundo: hay un tema pendiente. Está aquí nuestra rectora nacional. Aproximadamente tenemos una reunión de posgrado regional y una pregunta siempre es la definición del estatuto jurídico de la Universidad Pedagógica Nacional. Sabemos que está en el Senado la propuesta de ley orgánica y ese es un asunto que invariablemente salta en las reuniones y del cual esperamos tener un seguimiento de su parte, señor subsecretario, y por otra parte…"
"José Luis López, director de la unidad de la UPN 149 Ecatepec ","Entre las políticas de inclusión que luego se generan en políticas de exclusión, tenemos el sistema de becas. Desafortunadamente, en el actual sistema de apoyos para los estudiantes estamos en la zona dos y actualmente en Jalisco solamente tenemos seis becarios. Cuando pedimos apoyos al estado nos dicen: “Es que ustedes son una universidad federal, no caben en las becas estatales”, y en las federales, por esta cuestión de la política, nos vemos un poco desprotegidos."
"José Luis López, director de la unidad de la UPN 149 Ecatepec ","Así que, alumnos, estudiantes, pedimos que se revise esta situación para los apoyos de los estudiantes, no solo de la región Centroccidente, sino de las unidades del país. Muchas gracias. Muchas gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muchas gracias. Si me pudieran hacer llegar una ficha de los datos de las becas, se lo agradecería. Sí."
"María Luisa Reina Herrera Olivares, directora de la UPN 153 Ecatepec ","Buenas tardes. María Luisa Reina Herrera Olivares, directora de la UPN 153 Ecatepec."
"María Luisa Reina Herrera Olivares, directora de la UPN 153 Ecatepec ","Hoy estoy en un día de esperanza. Hablamos de optimismo y hablamos de esperanza, pero con esperanza, porque sabemos que hay muchas cosas y muchos obstáculos que están en contra. Y bueno, yo hablo del financiamiento para las IES, sobre todo para UPN, que de verdad carecemos de los recursos necesarios. "
"María Luisa Reina Herrera Olivares, directora de la UPN 153 Ecatepec ","Las demandas son importantes y estamos de verdad con todo para colaborar, todos, todos como hermanos, la verdad, así me siento en este momento así, pero no es posible que en este momento no tengamos ni para financiar una plataforma que hoy es fundamental."
"María Luisa Reina Herrera Olivares, directora de la UPN 153 Ecatepec ","Entonces luego cuando hay recursos nos dan, sí, nos dan pero no son los suficientes. Necesitamos recursos financieros, recursos humanos. La tarea va a ser muy grande a partir de lo que usted nos dice, subsecretario, formar para la vida y los maestros hoy piden a gritos, piden a gritos de verdad estar actualizados porque no comprenden el nuevo modelo educativo. Les está costando mucho trabajo y bueno este pues quería decir tantas cosas, todavía puedo, pero sobre todo esta parte del financiamiento creo que es fundamental y gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muy bien, pero no es la última reunión y nos vamos a seguir viendo, así que"
"María Luisa Reina Herrera Olivares, directora de la UPN 153 Ecatepec ","Qué bueno, estoy feliz por ello. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Guarde todo lo que trae, ahorita lo platicamos en un café, ¿va? Venga."
"Guillermina Alvarado, directora de CONOCER","Muy buenas tardes a todas y a todos. Celebro muchísimo esta reunión. Soy Guillermina Alvarado, directora de conocer. Y gracias maestro Ricardo Villanueva por la invitación, gracias por querer desarrollar con firmeza los proyectos del Plan Nacional de Desarrollo y es ahí donde entra el sistema nacional de competencias y donde el Consejo Nacional de Normalización y Certificación de Competencias Laborales a quien represento tiene gran relevancia."
"Guillermina Alvarado, directora de CONOCER","Creo que estamos trabajando ya con la educación media superior, pero es muy importante que podamos desarrollar nuevos estándares de competencia precisamente que sean alineados a la educación superior."
"Guillermina Alvarado, directora de CONOCER","Y bueno la educación superior no nada más debe deben salir los jóvenes con un título universitario, es muy importante que tengan un certificado de competencia laboral mínimo. Obviamente sería importante que salieran con dos, tres o cuatro, pero sería muy importante. "
"Guillermina Alvarado, directora de CONOCER","Y bueno, agradezco también ya estamos trabajando con la educación media, aquí está nuestra subsecretaria Tania Rodríguez a quien saludo con mucho cariño y bueno, el CONOCER está a sus órdenes y siempre para trabajar con la educación superior y la educación media superior. Muchísimas gracias y hay que recordar que no basta con saber, hay que demostrarlo y hay que certificarlo. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muchas gracias. Justo son de las certificaciones que tenemos que darle valor, o sea, los cursos de CONOCER pueden tener valor de crédito si alguien después decide estudiar una licenciatura, ¿no? O sea, todo eso que ustedes hacen vamos a trabajar muy juntos, Guillermina, para esta idea."
"Ulises Bolaños, subsecretario de educación superior del estado de Oaxaca ","Muy buenas tardes, un gusto estar aquí, Ulises Bolaños, subsecretario de educación superior del estado de Oaxaca."
"Ulises Bolaños, subsecretario de educación superior del estado de Oaxaca ","Yo solamente para hacerle una petición subsecretario, este, las ideas, las propuestas y los planteamientos que aquí se están expresando, la verdad que creo son de suma relevancia para tener una mejor en la calidad educativa de nuestros estudiantes, pero por lo menos yo voy a hablar para mi caso, muchas veces los gobiernos de los estados no entienden ni comprenden y no le apuestan a la educación y para implementar muchas de esas políticas públicas, pues se requiere presupuesto desafortunadamente."
"Ulises Bolaños, subsecretario de educación superior del estado de Oaxaca ","Y en Oaxaca pues ahí tenemos un gran problema en nuestra orografía, nuestra geografía lo hace muy complicada. Incluso el internet todavía es muy escaso y para tener educación a distancia, pero si ustedes nos ayudaran, el secretario, usted como subsecretario a convocar a nuestros gobernadores, a los de finanzas para hacerles este planteamiento porque aquí lo podemos acordar y vamos a tratar de implementar, pero si no contamos con los recursos suficientes para poderlo hacer, se va a quedar como dicen, nada más en palabras, en buenas ideas, porque al final para que estas funciones se necesitan del apoyo del ejecutivo. Gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","De acuerdísimo. Haremos ese trabajo junto con ustedes, con los gobiernos del estado."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, ahora acá si nos ayudan a brincar el micrófono por si alguien. Si nos ayudan con el micrófono a brincarlo, alguien antes de ahí, no ya para darle orden."
"Claudia Pontón, coordinadora interinstitucional al COMIE ","Buenos días a todos, todos ustedes. Soy Claudia Pontón, representando como coordinadora interinstitucional al COMIE, pero también soy investigadora de la UNAM, también por eso soy profesora. Entonces este creo que estoy implicada."
"Claudia Pontón, coordinadora interinstitucional al COMIE ","Realmente lo que quiero decir nada más es felicitar, me parece que es muy importante que se vean la pluralidad de miradas, las narrativas institucionales, las dinámicas institucionales y lo complejo que somos como país. En ese sentido me parece que es muy interesante y medular plantear una transformación, pero creo que lo más importante es saber quiénes somos, con quiénes contamos y en ese sentido creo que lo medular aquí es simplificar la burocracia y el financiamiento."
"Claudia Pontón, coordinadora interinstitucional al COMIE ","Pero aparte de eso, bueno saber que somos instancias, el Consejo Mexicano de Investigación Educativa integra la realidad del país porque integra investigadores de toda la República Mexicana y me parece que ahí hay parámetros importantes para saber en qué podemos contribuir y qué se ha capitalizado durante más de 30 años para poder al menos entender la complejidad del mundo que somos y las posibilidades que tenemos para establecer. Muchas gracias."
"Francisco Gutiérrez Rodríguez, comisionado Nacional de Salud Mental y adicciones del gobierno de México ","Muy buenas tardes, Francisco Gutiérrez Rodríguez, comisionado Nacional de Salud Mental y adicciones del gobierno de México. "
"Francisco Gutiérrez Rodríguez, comisionado Nacional de Salud Mental y adicciones del gobierno de México ","Doctor, poner a su disposición esta comisión, ya estamos trabajando en algunos programas, sobre todo el curso, el microcurso, bienestar en las comunidades universitarias, donde llegará más de 3 millones de estudiantes universitarios. Estamos trabajando también la campaña en la mesa de presidencia de aléjate de las drogas, el fentanilo te mata, donde viene una segunda fase que tiene que ver justo con las metanfetaminas. Estamos trabajando la campaña dale color a tu vida en la prevención del suicidio, y bueno sabemos que los principales trastornos o condiciones de salud mental que se están demandando por parte de los estudiantes son los trastornos depresivos, los trastornos de ansiedad y que juegan un papel muy importante en la salud mental de los jóvenes. "
"Francisco Gutiérrez Rodríguez, comisionado Nacional de Salud Mental y adicciones del gobierno de México ","Finalmente, la línea de la vida que aliada a esta estrategia presidencial se ha reformulado, se ha replanteado ahora en un call center donde tiene 150 operadores 24 horas del día, los 365 días del año y que en el primer trimestre de la línea de la vida llevamos 94,000 llamadas de diferentes partes. Muchas gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Al contrario, muchas gracias Francisco."
"Rommel Pacheco, director de la CONADE ","Ricardo y a todos buenas tardes, soy Ramón Pacheco, director de la CONADE y hoy tenemos un punto importante a tratar aprovechando el espacio. Un minuto no me va a dar tiempo, voy a ser sumamente rápido y conciso de acuerdo al punto cuatro y diez que mencionaste, uno es a lo largo de la vida y el otro es la campaña por la paz y contra las adicciones."
"Rommel Pacheco, director de la CONADE ","El deporte está en las escuelas, CONADE organiza los juegos escolares básica, media, superior, está universitaria y de ahí brincan a los juegos mundiales universitarios."
"Rommel Pacheco, director de la CONADE ","En contexto, quien inscribe y que tiene el reconocimiento es el CONDE que es el Consejo Deportivo que es una asociación civil que antes la ANUIES, aquí saludo con mucho cariño a Luis, el presidente del CONDE."
"Rommel Pacheco, director de la CONADE ","Hoy están separadas, quien tiene la inscripción es el CONDE, el CONDE no está reconocido por la CONADE por diferentes situaciones que lleva proceso legal. La pregunta en concreto para terminar, ¿qué atletas van a representar a México este año? La ANUIES está organizando la universidad mundial, no tiene el reconocimiento de FISU para poder participar. El CONDE lo está organizando que tiene el reconocimiento, pero CONADE no le puede dar recurso. "
"Rommel Pacheco, director de la CONADE ","Y dos, el presupuesto para la universidad mundial ¿de dónde saldría para este año? porque como todos mencionaron aquí, falta el presupuesto 2023 México no participó, ¿qué vamos a hacer este año? Lo pongo en la mesa, todos los que están aquí tienen universidades, nadie tocó el tema de deporte, por eso me tomé el atrevimiento de tomar mi palabra, pero creo que las aulas son importantes, el conocimiento es importante, tengo licenciatura, tengo maestría y gracias al deporte tuve beca."
"Rommel Pacheco, director de la CONADE ",El deporte tiene que estar presente en las escuelas. Es cuanto y muchas gracias.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","También aprovecho, tuvimos reunión de CUPIA y ya acordamos tener una reunión contigo todos los rectores para poner orden en el tema del deporte universitario."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","No podemos seguir divorciados, o sea, alguna solución hay que encontrar, pero te lo platicamos ANUIES en CUPIA y quedamos de tener una plática contigo. Entonces vamos a retomar el diálogo, ¿Va?"
"Ernesto Lugo Ledezma, director del Tecnológico Nacional de México en Celaya ","Buenas tardes, Ernesto Lugo Ledezma, director del Tecnológico Nacional de México en Celaya y yo propongo que para la implementación de este programa de trabajo aprovechemos lo que ya se ha avanzado en ANUIES justamente, tenemos al menos y aparte las los consejos de cada subsistema tienen avanzado también temas relacionados con trabajo."
"Ernesto Lugo Ledezma, director del Tecnológico Nacional de México en Celaya ","Bueno nada más concreto aprovechar los consejos o el avance de los consejos y las comisiones que son al menos 30 que ver con semiconductores, con desarrollo tecnológico, educación dual, etcétera. Entonces simplemente integrar y aprovechar lo que ya hemos avanzado. Es cuanto, gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Muchas gracias.
"Concepción Aracely, estudiante de la Universidad de Celaya ","Muy buenas tardes, Concepción Aracely de la Universidad de Celaya, estudiante."
"Concepción Aracely, estudiante de la Universidad de Celaya ",Como parte de justo de la universidad me he dado cuenta que nosotros los estudiantes al momento de ingresar a una empresa la parte de las habilidades blandas sí es algo muy importante y que por algunas causas pues no tenemos tan desarrollado. Yo estoy en el en el ámbito de las ingenierías y ahí es todavía un poco más deficiente. 
"Concepción Aracely, estudiante de la Universidad de Celaya ",Entonces pues bueno me parece algo importante el hecho de desarrollar todas esas partes y me uno a lo que comentaban. Muchas gracias.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Muchas gracias.
Rosy Laura Castellanos de la Comisión Nacional de Derechos Humanos ,"Hola, buenos días, soy Rosy Laura Castellanos de la Comisión Nacional de Derechos Humanos, de nuevo un gusto saludarle, bienvenido."
Rosy Laura Castellanos de la Comisión Nacional de Derechos Humanos ,"Retomar lo que hemos hecho en el punto diez sobre las directrices que tiene que ver con perspectiva de género, cultura de paz, etcétera, retomar ese tema y también eh ir generando nuevos perfiles como usted muy bien lo dijo de defensoras y defensores de derechos humanos."
Rosy Laura Castellanos de la Comisión Nacional de Derechos Humanos ,"Necesitamos generar otro tipo de dinámica en nuestro país y reconocer que hay otras propuestas educativas que tienen que ver con recuperar la cooperación, la colectividad, el territorio."
Rosy Laura Castellanos de la Comisión Nacional de Derechos Humanos ,"Y pues bienvenido, hay mucho que platicar y espero que pronto lo pongamos en marcha junto con nuestro querido Luis y la ANUIES y todas las demás universidades. Hay mucho por decir, bienvenido."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muchas gracias, lo haremos."
"Gloria del Castillo Alemán, directora general de la FLACSO ","Gracias. Pues buenas tardes a todas y todos, soy Gloria del Castillo Alemán, directora general de la FLACSO y bueno solamente quiero enfatizar tres puntos."
"Gloria del Castillo Alemán, directora general de la FLACSO ","Uno, la visión estratégica del plan de trabajo que hoy nos presenta 2025-2026, creo que es muy importante hacer una especie de cortes de caja, qué se logró y qué no se logró porque fue una agenda muy ambiciosa, fue un cambio muy importante en términos de los valores de la educación superior y solamente eso. "
"Gloria del Castillo Alemán, directora general de la FLACSO ","Dos, quiero enfatizar, no es la primera vez que lo hago, el tema de salud mental, creo que la salud mental de nuestras comunidades, yo lo he dicho, nosotros somos responsables de las instituciones de educación superior, pero no somos expertas en salud mental, en psiquiatría, psicología, etcétera, y creo que si no tenemos comunidades sanas, pues todo lo demás se va a quedar a medias. "
