Participante,Dialogo,,,,,,,,,,,,
compañera del Comité Técnico,"Los resultados. el SEAS debe contar con un organismo público especializado con autonomía técnica para la toma de decisiones en la gestión administrativa, con funciones claras, con un esquema de gobernanza que estén representadas como un órgano colegiado; las entidades responsables de tareas de evaluación y acreditación; autoridades gubernamentales competentes en la materia, así como expertos y especialistas de amplio reconocimiento.",,,,,,,,,,,,
compañera del Comité Técnico,"La segunda, evaluar el sistema de educación superior en su conjunto, siendo el SEAS el mecanismo que oriente tal como lo establece la Ley General de Educación Superior.",,,,,,,,,,,,
compañera del Comité Técnico,"Tercero, debe contribuir a la consolidación de una cultura de evaluación institucional, promoviendo tener un carácter obligatorio, al interior de las IES, permanente, colegiado, vinculado al contexto y orientado a la mejora continua.",,,,,,,,,,,,
compañera del Comité Técnico,"Se deben definir políticas claras asociadas a la evaluación y acreditación de IES, programas, procesos y actores, que orienten a la mejora continua, cuyo centro del proceso sea la formación pertinente y de excelencia de los estudiantes, la mejora de las IES y el desempeño de los actores.",,,,,,,,,,,,
compañera del Comité Técnico,"El sistema debe generar políticas y mecanismos que garanticen que opere con rigor técnico, en un marco ético y de sostenibilidad y que respete las características de los sistemas.",,,,,,,,,,,,
compañera del Comité Técnico,"Debe contar con marcos de referencia para la evaluación y acreditación pertinentes, actualizados y que promuevan la innovación, buscando incluir indicadores de impacto, que orienten a las IES, programas y actores hacia la mejora continua y el logro de los resultados declarados.",,,,,,,,,,,,
compañera del Comité Técnico,"Debe propiciar esquemas de evaluación del profesorado que revaloren la función de los académicos en la docencia de excelencia, la investigación así como el trabajo cooperativo.",,,,,,,,,,,,
compañera del Comité Técnico,"El sistema debe contribuir al objetivo de profesionalizar la gestión en las IES y subsistemas con procesos eficientes, innovadores y un liderazgo transformacional; que incluya la implantación de procesos sistemáticos y colegiados; apoyarse en un sistema único de información, flexible y abierto, con indicadores claros y precisos, que apoye la toma de decisiones de las IES, subsistemas y educación superior.",,,,,,,,,,,,
compañera del Comité Técnico,"Implantar como política pública, mecanismos para la certificación de competencias pedagógicas y disciplinares de los académicos y evaluadores.
Además de estas que fueron por consenso,
hubo otras consideraciones relevantes que voy a tomar en consideración también.",,,,,,,,,,,,
compañera del Comité Técnico,"Coadyuvar a la obligatoriedad de la evaluación institucional.
Tomar en cuenta la especificidad de las disciplinas para las cuales las leyes de la materia indican como indispensable, para su ejercicio, el título profesional y coadyuvar a la acreditación obligatoria de programas para profesiones de riesgo social.",,,,,,,,,,,,
compañera del Comité Técnico,"Deben generarse procesos de gestión efectivos, y una gobernanza que promueva la innovación, el fortalecimiento de las IES, la mejora continua del desempeño de los actores y la pertinencia y excelencia de los programas.",,,,,,,,,,,,
compañera del Comité Técnico,"Desvincularse de estímulos económicos pero promover contar con un fondo para disminuir brechas entre IES.
Vincularse a la toma de decisiones con reconocimientos o amonestaciones a las IES, buscando la mejora continua.",,,,,,,,,,,,
compañera del Comité Técnico,"Buscar la eficiencia, flexibilizar y desburocratizar todos los trámites y gestiones que se realizan al interior de las IES o con la SEP que impactan, de alguna manera, en la calidad y eficiencia de los resultados",,,,,,,,,,,,
Rogelio Garza ,"Muchas gracias. Para concluir, a nombre de mis compañeros del Comité Técnico, quiero agradecer primeramente a la doctora Delfina Gómez Álvarez, Secretaria de Educación Pública y coordinadora del Conaces, así mismo a nuestro señor subsecretario doctor Luciano Cochiero y al maestro Jaime Vallés de ANUIES por su gran confianza y la oportunidad de ser parte de este gran equipo de trabajo integrados por representantes de todos los estados de la República, la Ciudad de México y autoridades e instituciones educativas federales. Así mismo, reconocer el extraordinario trabajo desarrollado por los comités y sus líderes por su dedicación y compromiso ante la comunidad universitaria para desarrollar con eficiencia, determinación y entusiasmo las responsabilidades asignadas.",,,,,,,,,,,,
Rogelio Garza ,"Mi reconocimiento a todas y todos ustedes por su valiosa participación plural y representativa de la diversidad institucional del subsistema de educación superior que ahora nos permite avanzar hasta la siguiente etapa de la integración del sistema de evaluación y acreditación de la educación superior. Y en ese sentido refrendamos, repito, refrendamos nuestro compromiso de seguir aportando nuestra experiencia y conocimiento en materia de evaluación y acreditación colaborando en esta trascendental tarea que sin duda permitirá la mejora continua de la educación superior en nuestro país en beneficio de nuestros jóvenes estudiantes para que ellos a su vez transformen y trasciendan sirviendo a la sociedad. Muchas gracias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,Muchísimas gracias a todos los integrantes y a todas las integrantes del Comité Técnico para el diseño del SEAES.,,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"El Conaces toma nota del informe de avances en el establecimiento del Sistema de Evaluación y Acreditación de la Educación Superior y acuerda celebrar una sesión extraordinaria en diciembre próximo, la idea es que sea alrededor del 16 de diciembre, si ya lo dijo Jaime aquí, para presentar al Conaces el diseño del Sistema, conforme a los resultados de la convocatoria a que se refiere el décimo tercero transitorio de la Ley General de Educación Superior.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Creemos que es fundamental y que además nos va a ir ayudando en este formato de poder tener un mejor intercambio con reuniones para tocar un solo tema. Ahorita es imposible no ir avanzando en conjunto con una serie de temas, pero esperemos de aquí en adelante ir colocando un solo tema que nos permita una mejor discusión, una mayor intervención y, sobre todo, eh, formas para seguir apoyando nuestro desarrollo.",,,,,,,,,,,,
Participación del foto Tec de Monterrey,"Sin embargo, sí nos parece muy importante, de entrada, felicitar este extraordinario trabajo en cada uno de los mecanismos que se llevaron a cabo y con el cual nos sentimos muy orgullosos de haber colaborado y haber sido incluso sede de uno de los foros regionales.",,,,,,,,,,,,
Participación del foto Tec de Monterrey,"Pero efectivamente, entre lo que estemos aprobando en este momento y la próxima sesión, pues viene un reto enorme que es honrar esta riqueza de información que se generó a través de los cinco mecanismos y crear, ya muy bien decía la doctora, no solo el diseño propiamente dicho del sistema sino la política pública de evaluación y acreditación de la educación superior. Entonces es un reto inmenso, entonces la pregunta sería de parte del TEC de Monterrey, uno, ¿cuáles serían los pasos siguientes de aquí a la presentación de este documento general de cómo se llevaría a cabo el sistema? Y segundo, pues decir que el TEC de Monterrey no levanta la mano sino que tiende la mano para formar parte de estos trabajos de aquí a este plazo ya muy inmediato del 16 de diciembre para colaborar, contribuir y enriquecer los trabajos, como ya decía, que nos llevarán a ese sistema. Muchas gracias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,¿Alguna otra intervención?,,,,,,,,,,,,
Participación del foto FIMPES,"Muchas gracias, subsecretario, y similar a lo que decía ahora Miriam, ha sido un esfuerzo brutal, ¿no? Uno se da cuenta de la gran cantidad de horas invertidas. Gracias, Jaime, también por abrirnos mucho la puerta a la FIMPES y la misma lógica, ¿no? Si pensamos que esto que tenemos prácticamente dos semanas para la integración de… de… pues de este importante ejercicio, pues que cuenten con nosotros en la Federación, en la FIMPES también, que tenemos una experiencia de 40 años haciendo eso, evaluación institucional.",,,,,,,,,,,,
Participación del foro FIMPES,"Y bueno, en realidad a todas las personas que se nos consultó, hay una gran trayectoria, hay una gran experiencia de todas las que se mencionaron ahora y las que están en el acta. Entonces creo que valía la pena quizás generar unas mesas de trabajo más eh, más sintéticas para que podamos impulsarlo, es un trabajo colaborativo de todos y que cuenten con nosotros en aras de sacar esto adelante con los estándares que se esperan de este gran trabajo del Conaces.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,Alguna otra intervención?,,,,,,,,,,,,
Participación del foro ,"Gracias, eh, solamente, subsecretario, efectivamente avalar lo que se ha comentado, el… los eventos que tuvimos de consulta, muy enriquecedores, muy participativos, con muchos… pero bastante participación, sobre todo de gente que… que tiene ya mucha experiencia y camino andado en el tema de la acreditación y de los distintos sistemas de calidad.",,,,,,,,,,,,
Participación del foro ,"Solamente hacer una pequeña sugerencia, no lo tocamos porque a veces lo pasamos por alto y nos dedicamos exclusivamente a construir, a construir y a construir, como fue ahora la ocasión, pero sí sería importante que dentro de todo este proceso también pensáramos en instrumentar algún proceso para estimular, estimular a las instituciones que verdaderamente participan y le han apostado a la mejora continua.",,,,,,,,,,,,
Participación del foro ,"Es muy gratificante el trabajo que se hace, es muy exhaustivo, pero bueno, al final del camino, una palmadita en el hombro, un reconocimiento creo que es bastante estimulante para que pues quienes inician o quienes se están incorporando en esto pues le echen ganas y verdaderamente logremos también el objetivo de que, particularmente, toda la educación superior entremos en este proceso de mejora continua y reconocer… aprovecho a la maestra María Elena por la conducción de estos eh trabajos de consulta, muy profesional y sobre todo que nos deja un buen sabor de boca a todos. Gracias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Muy bien, entonces, si les parece, le damos un voto de confianza al comité, ¿no? Creo que invitarnos ahorita otra instancia para que pueda darse eh, digamos, todas estas reuniones, mayor eh participación aún, ya en los términos y cuando decimos lo del sistema es en los términos que nos plantea la ley, es por eso que hablamos nada más del sistema, pero efectivamente un sistema sin una estrategia, sin una política pública, bueno, estaría vacío de contenido y no nos… no nos serviría nada más el cascarón ahí, aunque el cascarón acaba siendo fundamental",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Yo en una de las reuniones hasta los provoqué y dije: bueno, entonces lo que nos eh deberíamos quizás extender el mejor edu, ¿no? Y hasta nuestro compañero Francisco brincó y dijo: bueno, a ver si el mejoredu tiene o no la capacidad de enfrentar esto, no es tanto un problema de estructura sino de la concepción que creo que, como se planteó aquí, nos traiga una nueva cultura de la evaluación, que ese es el propósito general.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Tampoco eh queremos dejar pasar este año por mandato de ley y en este país eh, cuando las leyes nos dicen que tienen una fecha perentoria, pareciera no importarnos, y aquí en esta subsecretaría y con ANUIES hemos que dado de cumplir en los términos, si en ese momento llegamos a la conclusión de que nos hacen falta más tiempo en la siguiente reunión para acabar de visualizar, no es poca cosa el sistema de evaluación.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Nos lo tomamos, pero por decisión soberana, ¿no?, en esta instancia máxima, pero después de analizar los materiales, de tener tiempo, de hacer un planteamiento específico, que puede ser también rechazado en primera instancia y volver a empezar a trabajar en conjunto.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Esto no nos parece nada mal, creemos que es fundamental el sistema de evaluación, estamos todos de acuerdo que hay que evaluar, ¿sí? Eso ya es una ganancia, disculpen, ¿sí? En términos generales el haber aceptado todos eh con desde diversas posiciones que lo que requerimos es evaluarnos y evaluarnos de otra manera y estamos aquí todavía eh compartiendo lenguajes, eh presentando diversos elementos que nos llevarían en un sentido en creo que estamos en un momento muy importante",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"por eso tener una siguiente reunión exclusivamente para esto, una extraordinaria,
nos parece fundamental,
y que sea el comité técnico el que diseñe algún mecanismo para que en estos pocos días podamos sistematizar las cosas y evidentemente saludamos,
ya lo habían hecho en corto, ¿no?, tanto FIMPES como el Tecnológico de Monterrey, como otras instituciones se habían manifestado y efectivamente también eh las distintas instancias evaluadoras han estado no solamente interesadas sino involucradas también en dar sus puntos de vista y es muy importante ver cómo trabajamos en conjunto eh y avanzamos, ¿sí? O sea, queremos respetar la fecha y en ella tomar una decisión que creo que es lo que corresponde y hasta aquí debido al gran esfuerzo y a la respuesta que se obtuvo,
hay que reconocerlo, no tenemos el documento que a lo mejor deberíamos haber eh
traído el día de hoy.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Entonces quisiéramos si les parece bien en atención al a digamos a la agenda que todavía eh tenemos por delante, nos gustaría eh proceder a acordar en principio la fecha ahí a propósito no aparece para poder este negociar entre nosotros mismos eh el tema de la fecha, pero eh nos gustaría proceder eh directamente a este acuerdo.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Si les parece lo someto a la a la votación, ¿está bien? Bien, queda acordado entonces tener una reunión extraordinaria, así lo sintetizo y que el comité técnico nos siga ayudando como hasta ahora lo ha hecho.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"todas las compañeras, compañeros, muchísimas gracias, de verdad, ha sido un esfuerzo poderoso y además muy cuidadoso de no dejar fuera distintas eh posiciones, ¿no? Podría haber sido más cómodo empezar a acotar y no lo hicieron, se los agradecemos porque esto nos da una oportunidad.
Agradezco también aquí a nuestro",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Entonces les agradecemos a todas y todos y por favor, Jaime",,,,,,,,,,,,
Jaime Valls Esponda,"Muchas gracias, continuamos con la agenda, el siguiente punto es el décimo, es el informe de avances en el cumplimiento de las acciones previstas en el programa anual de trabajo 2021-2022 de Conaces.",,,,,,,,,,,,
Jaime Valls Esponda,"Para tal efecto eh
en primer lugar son seis temas del programa de trabajo. Para tal efecto en primer lugar cedemos el micrófono al maestro Javier Mendoza Rojas, académico del Instituto de Investigaciones sobre la universidad y la educación de la UNAM y un gran colaborador de la ANUIES y de la SEP quien ha realizado un valioso trabajo de coordinación de este grupo de financiamiento de la educación superior integrado por servidores públicos de la SEP y de diversas instituciones de educación superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"Sí. Muchas gracias, eh maestro Valls, eh gracias. Eh voy a presentar yo eh de manera muy sintética, no el documento, o sea, sino eh los el primer producto que se tiene en torno a el un primer resultado de uno de los grupos de trabajo interinstitucionales que se conformaron entre la subsecretaría de educación superior y la asociación nacional de universidades, instituciones de educación superior que tiene eh como por nombre modelo y política de financiamiento para garantizar la obligatoriedad y la gratuidad de la educación superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"Es decir, a partir de la aprobación de la Ley General de educación superior, como ustedes saben, eh en su título este eh tiene un título específico sobre finan-
financiamiento que consta de seis artículos en donde se establecen las bases para la elaboración de una nueva política de financiamiento de la educación superior que dé cumplimiento al mandato del artículo tercero constitucional de la Ley General de Educación y de la Ley General de Educación Superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"Para la elaboración de este documento se constituyó un equipo de trabajo compuesto por un colega de la Universidad de Guadalajara y representantes de todos los subsistemas de educación superior.
Es decir, tuvimos varias reuniones con representantes de las direcciones generales de educación superior universitaria, intercultural, de universidades tecnológicas y politécnicas, de la dirección general de educación superior para el magisterio, así como del Tecnológico Nacional de México, de la Universidad abierta y a distancia y de la Universidad Pedagógica Nacional. Y recabamos información de todas las universidades públicas del país.",,,,,,,,,,,,
Javier Mendoza Rojas,"este documento consta de una versión, tiene una versión ejecutiva que ya lo tienen ustedes en su carpeta
de alrededor de doce, trece cuartillas y una visión extensa a la cual se va a añadir un anexo muy extenso en donde se presenta el análisis de cada uno, el análisis del financiamiento de cada uno de estos subsistemas",,,,,,,,,,,,
Javier Mendoza Rojas,tenemos estos artículos donde nos da ya las bases para poder trabajar hacia la elaboración de un esquema de financiamiento que dé cumplimiento a lo que se establece.,,,,,,,,,,,,
Javier Mendoza Rojas,"En el artículo 62 de la ley se habla de la concurrencia de la federación y de los estados para el cumplimiento gradual de la obligatoriedad y la gratuidad de la educación superior y se establece un parámetro de financiamiento, ¿sí?",,,,,,,,,,,,
Javier Mendoza Rojas,Un monto anual de financiamiento que el estado debe destinar a las instituciones públicas de educación superior equivalente al 1% del producto interno bruto al retomarse el artículo 119 de la ley general de educación y se habla de la progresividad para el alcance de la meta,,,,,,,,,,,,
Javier Mendoza Rojas,"Tenemos en otra disposición la elaboración de presupuestos a nivel federal y a nivel estatal de acuerdo con las funciones sustantivas de las instituciones públicas de educación superior. Es decir, que el presupuesto tanto federal como estatal responda a los planes de desarrollo de las instituciones, porque, bueno, el diagnóstico elaborado encontró que hay una desvinculación muy grande entre lo que requieren las instituciones y la manera como se aprueban los presupuestos",,,,,,,,,,,,
Javier Mendoza Rojas,"Tenemos otra disposición sobre la obligación del Estado del establecimiento del fondo federal especial para la obligatoriedad de la educación superior. Como sabemos, este fondo no está en el presupuesto de este año, no va a estar en el de 2022, pero se cuenta con recursos para iniciarlo.",,,,,,,,,,,,
Javier Mendoza Rojas,"Sí, este que van a estar en la subsecretaría de educación superior, entonces es un este es un avance importante pero que hay que continuar ya con la formalización de este fondo y eh se habla también de la plurianualidad del presupuesto en infraestructura.",,,,,,,,,,,,
Javier Mendoza Rojas,búsqueda de presupuestos plurianuales es algo que ha estado presente en las agendas de la ANUIES de la SEP y de la propia secretaría de educación pública y sus gestiones con hacienda para el fortalecimiento de la educación superior del país.,,,,,,,,,,,,
Javier Mendoza Rojas,"Otro artículo habla sobre los criterios para asignar el financiamiento a las instituciones con visión de largo plazo y esto es lo que precisamente da pie a que
trabajemos de manera conjunta la elaboración de un esquema de un modelo de una política con visión de Estado, con visión de largo plazo, con visión transexenal para poder
cumplir los propósitos de la norma y hay una disposición muy importante que hay que tender a la paridad en el financiamiento para los organismos descentralizados estatales la paridad del financiamiento federal y estatal, que es el caso de las universidades públicas estatales, con apoyo solidario, las tecnológicas politécnicas, los institutos tecnológicos descentralizados del Tecnológico Nacional de México para lograr el fortalecimiento de las instituciones y avanzar hacia la transición gradual hacia la
la gratuidad de la educación superior sin la afectación a las finanzas de las instituciones de educación superior y un artículo donde establece disposiciones para el ejercicio para la administración y el ejercicio de los recursos.",,,,,,,,,,,,
Javier Mendoza Rojas,"se plantea el el documento eh sí que tiene eh como propósito sentar precisamente las bases a partir de lo que establece la ley
para la elaboración de un nuevo modelo y nuevas políticas de financiamiento que contribuyan en primer término a asegurar la obligatoriedad y gratuidad a lograr el cumplimiento de los objetivos y metas establecidos en el programa sectorial de educación 2020-2024 y en los programas sectoriales futuros apoyar los procesos de transformación académica de las instituciones de educación superior y otorgar por supuesto algo fundamental certeza y suficiencia presupuestaria con equidad a las instituciones de los tres subsistemas para la realización de sus funciones académicas con excelencia, equidad y pertinencia social equidad y pertinencia.",,,,,,,,,,,,
Javier Mendoza Rojas,El documento que ustedes tienen eh cuenta con tres grandes apartados que fue eh la la metodología que siguió el grupo de trabajo.,,,,,,,,,,,,
Javier Mendoza Rojas,"Primero, ¿dónde estamos? entonces es el diagnóstico, ¿sí? ¿",,,,,,,,,,,,
Javier Mendoza Rojas,"Qué queremos a mediano plazo? se planteó un escenario al 2030 y cuáles son los pasos que hay que dar para lograr a las al al escenario deseable eh y se plantean estrategias y líneas de acción,
entre las cuales se establecen, no las voy a desarrollar todas, pero la necesidad de reformas normativas para otorgar certeza jurídica a los procesos presupuestarios y posibilitar el tránsito hacia estos este pues muy eh impulsados presupuestos plurianuales, eh lograr un presupuesto alineado a planes y programas a nivel nacional, estatal e institucional, la corresponsabilidad entre la federación y los estados para la obligatoriedad de la educación superior, la equidad entre instituciones y subsistemas, el diagnóstico arrojó pues grandes brechas, grandes inequidades, inequidades entre subsistemas pero en el interior de cada uno de ellos",,,,,,,,,,,,
Javier Mendoza Rojas,"es decir, hay un trato presupuestario muy distinto a lo largo y ancho del país, la ampliación y el mejoramiento de la infraestructura y la responsabilidad social, transparencia y rendición de cuentas",,,,,,,,,,,,
Javier Mendoza Rojas,"termino yo con esto señalando algo que discutimos mucho con el subsecretario cuando
le hicimos la primera presentación de este documento, de que el modelo de financiamiento a construir debe estar sustentado en pilares de política educativa.
O sea, y la política educativa está centrada en lo sustantivo para el desarrollo de la educación superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"Entonces tenemos primero el mandato de la obligación del Estado de garantizar el ejercicio del derecho a la educación superior.
Y ahí radica la centralidad del estudiante. Entonces, el punto de las becas, el punto de los apoyos a los estudiantes,
las tutorías y, por lo tanto, el esquema de financiamiento para el aprendizaje integral y el desarrollo integral del estudiante,
como mujer, como hombre, como ciudadano, como profesionista, es fundamental para el
la construcción de este modelo.",,,,,,,,,,,,
Javier Mendoza Rojas,"En segundo término, lograr la cobertura universal de la educación superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"El Estado tiene que realizar acciones progresivas para esto. Estamos en el 42% de cobertura con la información más reciente, ahora probablemente hayamos avanzado un poco más en el marco de la pandemia, en fin, no sabemos, todavía no tenemos las cifras para este ciclo que está iniciando e implica el establecimiento del fondo para la obligatoriedad y gratuidad de la educación superior y la meta planteada en el programa sectorial de alcanzar una tasa de cobertura del 50%.",,,,,,,,,,,,
Javier Mendoza Rojas,"Entonces este es un tema, se va a elaborar un programa de ampliación de la oferta educativa que está mandado también por la ley y por lo tanto el modelo de financiamiento tendrá que tomarlo muy en cuenta para que se cuente con los recursos para la expansión y diversificación del sistema.",,,,,,,,,,,,
Javier Mendoza Rojas,"el tercer pilar es la revalorización del personal académico y de las distintas figuras del personal académico. Aquí particular atención tendrán que tener el cierre de brechas entre el personal académico de nuestras instituciones, la revalorización de los profesores y asignaturas, ¿sí? las condiciones laborales del personal académico en todos los subsistemas porque existe una gran heterogeneidad.",,,,,,,,,,,,
Javier Mendoza Rojas,"Como cuarto pilar tenemos la transformación de los modelos y contenidos educativos que es algo sustantivo para la orientación de un esquema de financiamiento que debe precisamente impulsar cambios a los modelos institucionales de educación, a los procesos de enseñanza aprendizaje y a los contenidos curriculares. Es decir, que el financiamiento sea una palanca que logre el cumplimiento de las metas sustantivas de la educación superior",,,,,,,,,,,,
Javier Mendoza Rojas,"Y el quinto pilar, el apoyo para infraestructura y equipamiento y en aquellos casos en donde sea posible lograr el apoyo directo, la asignación directa de recursos a los planteles educativos, particularmente se ha hecho el planteamiento ya de un programa ""la escuela es nuestra"" que no quedó en este, como tal, en este presupuesto de egresos de la federación para 2022, pero vamos, es algo muy importante el apoyo directo a las instituciones.",,,,,,,,,,,,
Javier Mendoza Rojas,el documento cierra con un epílogo que señala que el nuevo modelo de financiamiento será un instrumento que acompañe la transformación del Sistema Nacional de Educación Superior y de las trasformaciones IES,,,,,,,,,,,,
Javier Mendoza Rojas,"Para ello, se propone que el Consejo Nacional para la Coordinación de la Educación Superior convoque a los actores educativos, sociales y políticos del país para el establecimiento de un Acuerdo Nacional para la Transformación y el Fortalecimiento de la Educación Superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"Propósito: Sentar las bases para la instrumentación de una política de Estado en su sentido más amplio de gobiernos y sociedad civil, que haga efectivas las disposiciones de las recientes reformas para el desarrollo de la educación superior.",,,,,,,,,,,,
Javier Mendoza Rojas,"Y la última, ¿cuáles serían los siguientes pasos?
Bueno, pues se somete a consideración de este consejo el documento elaborado por este grupo de la subsecretaría de educación superior y de la ANUIES para su revisión técnica por parte de una comisión de trabajo integrada por las autoridades e instituciones de educación superior pertenecientes a este consejo que propone </Input>
pongan los propios miembros del consejo y que la secretaría, el secretariado técnico conjunto pueda también proponer a especialistas, a integrantes del sistema de educación superior para este análisis minucioso del documento y la versión definitiva se presentaría en la próxima sesión del Conaces. Muchas gracias.",,,,,,,,,,,,
Jaime Valls Esponda,propongo que pasemos los acuerdos al final. tendremos le damos la palabra ahora al maestro Juan Carlos López García quien presentará el proyecto de armonización normativa derivada de la Ley General de Educación Superior.,,,,,,,,,,,,
Juan Carlos López García,"Muchas gracias.
eh bueno distinguidas distinguidos integrantes del Conaces, presentaré un breve informe de trabajo de una comisión a la que se ha encargado una misión fundamental, nada menos que contribuir al cumplimiento del mandato previsto en el transitorio quinto del decreto por el que se expide la Ley General de Educación Superior y se abroga la Ley para la Coordinación de la Educación Superior, en relación con el deber de las legislaturas de las entidades federativas, de armonizar su marco jurídico de conformidad con la Ley General de Educación Superior.",,,,,,,,,,,,
Juan Carlos López García,"Elaboración de un documento que permita identificar los principios, ejes, y elementos básicos en materia de educación superior, que se estima oportuno considerar para dicha armonización normativa.",,,,,,,,,,,,
Juan Carlos López García,Me permitiré señalar algunos de los puntos más destacados del trabajo realizado a lo largo del último mes.,,,,,,,,,,,,
Juan Carlos López García,"La comisión de trabajo para la armonización normativa se instaló el 19 de octubre, se contó con la participación de autoridades educativas estatales, representantes de los distintos subsistemas de educación superior. invitados especiales, 34 en total.",,,,,,,,,,,,
Juan Carlos López García,"Objetivos y metas. Contribuir al cumplimiento del mandato previsto en el Transitorio Quinto del DECRETO por el que se expide la Ley General de Educación Superior y se abroga la Ley para la Coordinación de la Educación Superior, en relación con el deber de las legislaturas de las entidades federativas, de armonizar su marco jurídico de conformidad con la Ley General de Educación Superior. Elaboración de un documento que permita identificar los principios, ejes, y elementos básicos en materia de educación superior, que se estima oportuno considerar para dicha armonización normativa.",,,,,,,,,,,,
Juan Carlos López García,"ocho representantes, estos se distribuyeron como sigue, ocho representantes de autoridades educativas de entidades federativas, cinco representantes de universidades públicas federales, seis representantes de universidades públicas estatales, cinco de instituciones del subsistema tecnológico, tres de instituciones de educación superior normal y formación de docentes, una institución de educación superior privada, así como invitados especiales.",,,,,,,,,,,,
Juan Carlos López García,"Una vez establecida la mecánica de trabajo en la primera sesión, definido el calendario de las sesiones posteriores y distribuidos entre los integrantes el documento base, análisis de la Ley General de Educación Superior. El trabajo se distribuyó a lo largo de cuatro sesiones posteriores, en cada una de las cuales se abordaron puntos específicos",,,,,,,,,,,,
Juan Carlos López García,"El documento del que hemos hecho entrega, análisis de la Ley General de Educación Superior, destacando los elementos básicos a considerar en la armonización de las leyes estatales de educación superior, se compone de los siguientes apartados.",,,,,,,,,,,,
Juan Carlos López García,"Uno, los derechos humanos, dos, los derechos humanos en la educación superior, tres,
posibles vías para el cumplimiento con el mandato de armonización de las entidades en
las entidades federativas de la Ley General de Educación Superior, la reforma al
artículo tercero constitucional, los compromisos del Estado en materia de financiamiento
de la educación de la educación superior, seis, la Ley General de Educación Superior
con sus apartados eh referentes a sus elementos clave, los fines de la educación
superior, el tipo educativo superior, su objeto, los organismos que la integran, sus
principios, instrumentos y otros puntos.",,,,,,,,,,,,
Juan Carlos López García,"Así como con tres anexos relativos a las facultades exclusivas y concurrentes de las
autoridades estatales y la autoridad educativa federal y la llamada ley espejo. Todos
estos comentados y discutidos a lo largo de tres sesiones, aprobándose el documento
final el pasado 16 de noviembre.",,,,,,,,,,,,
Juan Carlos López García,"El trabajo realizado implicó la creación de
subcomisiones especiales, cinco en total, en torno a puntos que durante las discusiones
se consideró ameritaban un tratamiento más detallado y que en algunos casos
significaron la inclusión de nuevos apartados con respecto al documento base. Para
esto se contó con la amable participación de las y los colegas quienes asumieron el
compromiso de elaborar documentos breves y concisos, muchos de ellos en el plazo de
unos pocos días, pero
siempre con el objeto de llegar a un análisis más preciso.",,,,,,,,,,,,
Juan Carlos López García,"Las sesiones se llevaron a cabo en un ambiente de respeto, contando en todo momento
con el apoyo de la licenciada Sandra Báez, coordinadora de asuntos jurídicos de la
subsecretaría de Educación Superior, a quien extiendo mi más sincero reconocimiento y
agradezco su incansable labor,
así como con la presencia de invitados especiales con el objeto de aclarar aspectos que
considero había que abordar para mayor claridad.",,,,,,,,,,,,
Juan Carlos López García,"El documento realizado dio lugar dio lugar al documento
que tienen ya en sus manos. Este creció en un 187% con respecto al documento original, es decir, de 93 a 267
páginas.
Sin embargo, les puedo decir que se basa en observaciones puntuales con base en la
experiencia profesional de quienes integramos esta comisión, en un conocimiento de la
vida interna de nuestras propias instituciones, del contexto en el que estas se insertan y
las problemáticas y retos que enfrentan a diario.",,,,,,,,,,,,
Juan Carlos López García,"En términos generales, coincidimos en la necesidad de hacer precisiones respecto a
puntos que, por su generalidad, pueden resultar ambiguos y dar lugar a interpretaciones
ajenas al espíritu de la Ley General de Educación Superior. Cierto es que algunos de esos puntos pueden parecer evidentes, pero hemos optado
por el desglose y cierta precisión a riesgo de sonar repetitivos y de entregar a este
pleno un análisis que creció significativamente en volumen.",,,,,,,,,,,,
Juan Carlos López García,"Por un lado, la necesidad de enfatizar que existen dos vías para la armonización, sea a
través de la ley estatal de educación superior o mediante capítulos específicos en las
leyes estatales de educación",,,,,,,,,,,,
Juan Carlos López García,"Segundo, ¿cuál es el sentido de la obligatoriedad?, es decir, que esta es
parte, esta es para el agente estatal en cuanto a su impartición y no lo es para el
educando, pues en este recae la titularidad del derecho para acceder a ella de manera
plena y efectiva.",,,,,,,,,,,,
