"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Se recibieron estas observaciones: 13 observaciones generales al documento, 23 de forma y 63 de fondo, lo que nos dio 99 observaciones que ya están incluidas en el documento para su revisión y para que ustedes lo puedan discutir. Lo que sigue."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Y después, con las nuevas proyecciones de población y todo, se hicieron los ajustes de los principales indicadores. Del lado izquierdo está como estaba o como venía el indicador y del lado derecho cómo está el indicador actual o que se está proponiendo. Como ustedes pueden ver, varía muy ligeramente, de 43.9 a 43.8 la línea base y los dos ciclos de cómo va a ser. No me detengo a ellos porque los tienen en el documento para que los puedan ver. La que sigue."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior",Estos son los otros siguientes dos indicadores: la participación de estudiantes indígenas y el incremento de la tasa bruta de cobertura de la educación. Uno sufre modificaciones y el segundo no tiene ningún ajuste. La que sigue.
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Y el tercer objetivo, que tiene que ver con el objetivo tres, incrementar la permanencia y el egreso oportuno, también hay ligeras modificaciones a la línea base y con esto se modifican las mediciones para el ciclo 24, 2024, 2025 y 2030, 2031. La modificación en la forma de medir tiene que ver con los estudiantes de educación pública que reciben beca federal porque si manteníamos en términos de porcentaje lo que nos iba a dar es un incremento de las becas en cerca de un millón 600.000 a un millón 900.000, lo cual no estaba planteado en las metas establecidas y por eso pasamos a un indicador bruto que son 584.000 para llegar al millón de becas como estaba programado y como estaba planteado anteriormente. "
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","En términos generales, ese es el informe y tienen ustedes el documento en su carpeta. Muchas gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias, Héctor. ¿Alguna intervención al respecto? Se acuerdan el procedimiento que escogimos era mandar a la discusión este programa de ampliación de la oferta y darle todas las características necesarias para, en términos de subsistemas, acabar integrando una visión de conjunto y entonces eso es lo que se presenta ahora. ¿Alguna duda, pregunta o intervención, por favor? De alguien de los que está aquí o de los que están a distancia. Adelante, por favor."
Xóchitl,"Yo nada más quiero hacer la solicitud de que en la carpeta no la encontré, creo que no la integraron y que nos la pudieran compartir posteriormente, nada más. Gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Muchas gracias. ¿Alguien más ahí? ¿No hay? ¿A la distancia tenemos alguien? Adelante. Zaida Villegas.
Zaida Villegas,"¿Qué tal? Un gusto, subsecretario, saludarle desde el estado de Nayarit. Por cierto, ya lo estábamos esperando a usted y a su equipo para recibirlos aquí el domingo en la sesión que vamos a tener el lunes."
Zaida Villegas,"Bien, muchísimas gracias por la palabra en este tema. Eh nosotros aquí, precisamente en Nayarit y en el SEAES, es precisamente donde también ha surgido el tema de esta ampliación de la oferta educativa y que precisamente va a concretarse con lo que vamos a analizar el lunes en las perspectivas. "
Zaida Villegas,"Sin duda alguna, y tenemos que tomar en cuenta no solamente el tema de ampliación para poderle garantizar este derecho eh a los jóvenes, sobre todo de situaciones más vulnerables, el tema de su educación superior, sino también en un contexto de llevarla a una reorientación vocacional, es decir, no solamente es que planteemos el tema de una ampliación, o sea, llevar el sistema educativo, garantizarlo, sino que también en qué enfoque y creo que aquí vendrá un análisis muy interesante dentro de cada uno de los COEPES de las entidades federativas que podamos determinar cuál es el nicho primordial de cada una de nuestras entidades, puesto que somos tan diversas que no podemos de cierta manera unificar todos los criterios porque no somos iguales en muchos contextos."
Zaida Villegas,"En el caso de Nayarit, pues el desarrollo económico que está intensificando nuestro señor gobernador a través también de la secretaría de educación es precisamente hacer protagonistas a esos jóvenes, estamos trabajando en un programa precisamente desde el nivel medio superior en el cual esta reorientación vocacional vaya enfocada a que ellos conozcan, que la sociedad conozca cuáles son los principales proyectos de desarrollo económico hacia donde se va a estar movilizando y reorientando los esfuerzos del estado para que ellos también conozcan cuáles van a ser las principales actividades económicas, cuáles van a ser los nichos primordiales en los cuales se van a poder desenvolver."
Zaida Villegas,"Y entonces en la elección de una educación media superior o que ya sea una carrera técnica y principalmente ya en un nivel superior puedan elegir y puedan también discernir qué carreras son las eh ideales que van a poder estar estudiando, sobre todo también creando un sentido de pertenencia."
Zaida Villegas,"Creo que es una generalidad a nivel nacional, pero lo contextualizo a mi entidad federativa es que vemos sobre todo en las zonas vulnerables como son las zonas serranas que aquí en Nayarit somos ricos en este tipo de cultura, contamos con una problemática de cada vez hay más emigración, y tenemos cada vez más localidades eh que se están quedando básicamente ya este desoladas."
Zaida Villegas,"Entonces estamos hablando aquí en este consejo de poder ampliar la oferta educativa a estas grupos o estudiantes que en situación de vulnerabilidad, pero también al mismo tiempo estamos detectando que por el tema demográfico o por el tema de migraciones, por una idea de desarrollo económico o de progreso es se están quedando vacías muchas de estas localidades."
Zaida Villegas,"Entonces es importante que les demos también el sentido de pertenencia a estos jóvenes de estas localidades, de estas zonas más vulnerables, precisamente acercándoles a estas instituciones de nivel superior pero que vayan reorientadas vocacionalmente al nicho que tiene esta localidad, que el mismo joven que es parte de esta misma comunidad o localidad de esta misma sociedad que estamos detectando, pues pueda ser él mismo el profesionista, el doctor, el enfermero, el maestro que puede el agrónomo que pueda necesitar precisamente esta zona en particular y de esa manera también podemos realmente concretar y garantizar o estaremos intentándolo en un contexto más este crítico lo que estamos aquí planteando."
Zaida Villegas,"No solamente repito es pues sí vamos a ampliarlo, pero ampliarlo cómo a lo que necesita cada una de estas eh localidades dentro de cada una de nuestras entidades para poderlo realmente hacer más concreto y crítico y que pueda ser realmente medible en las siguientes sesiones que podamos llegar a tener en el mismo sistema precisamente que vamos a alimentar, podamos realmente ver el avance que hemos logrado tener. Eso es todo."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Muchas gracias. ¿Alguna otra intervención?
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sí, quizá Héctor quieras abundar en algún punto o… "
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior",Nomás en el caso del comentario en la reunión que vamos a tener en Tepic y las que estamos teniendo exactamente esa es la función de ver los temas demográficos y de importancia de unas actividades económicas que permitan relocalizar y atender esa demanda. Entonces el lunes estaremos muy bien atendiendo ese planteamiento.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sí, es este parte de este anuncio, de vamos a ver cómo se comporta la población y se comporta a nivel municipal, qué ocurre con estas dinámicas para poder hacer una propuesta de cambios en la educación, pero también para establecer una oferta acorde con esta transformación económica que se irá dando. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, esa es la síntesis, podríamos decir, pero agradecemos a Zaida su intervención, para poder hacer este planteamiento, este puente. Entonces, si no hubiera ninguna intervención más, pasaríamos a leer el acuerdo. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Acuerdo S.O.CONACES.12ª.7. Los integrantes del CONACES aprueban el programa de ampliación de la oferta de la educación superior y acuerdan instrumentar una estrategia de difusión al interior de las entidades federativas y sus instituciones de educación superior, para armonizar los procesos de planeación a nivel estatal con el PAOES. Esto es en nuestros, digamos, COEPES o su equivalente en cada entidad."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Bien, entonces, por la negativa"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Abstenciones
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Queda aprobado por unanimidad. Que se registre el acuerdo si son tan amables
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Avanzando en esta, digamos comisión del consejo para el impulso de la investigación científica humanística, el desarrollo tecnológico y la innovación en las instituciones de educación superior, será presentado por María José Rhi Sausi, para que no se olviden quién es esta chica tan dinámica, responsable de la comisión y directora del SEAES"
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Muchas gracias, señor subsecretario. Bien, no sé cómo andemos de tiempo, yo podría obviar la presentación, vaya, si me gustaría que la compartiéramos por si hubiera alguna duda. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Solamente contarles que como seguimiento a los trabajos de esta subcomisión tuvimos la organización de un foro con el apoyo de los subcomités, centrados en tres temáticas específicas de las subcomisiones que fueron: atención a contextos regionales, fortalecimiento de los posgrados y cooperación interinstitucional, interdisciplinaria internacional. La siguiente, por favor. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Este foro tuvo lugar apenas hace un poquito más de un mes, aquí justamente en las instalaciones de ANUIES. La siguiente, por favor. "
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Y daremos seguimiento o continuidad al trabajo de estas mesas en julio próximo, 11 y 12 de julio, trabajaremos con la subcomisión de fortalecimiento al posgrado, justamente para ir avanzando con mucha mayor precisión y enfoque al mecanismo de articulación que posibilite pues una relación más transparente, más que dote de mayor certidumbre a las instituciones de educación superior con respecto a todo este asunto que ya muy bien planteó el señor subsecretario en torno a los posgrados y a las atribuciones de la secretaría de educación pública con respecto a ellos y a CONAHCYT con respecto a la asignación de los recursos, ahora con la noticia de una nueva secretaría pues también habrá mucho trabajo al respecto. La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Entonces bueno pues tuvimos una diversidad muy importante de temáticas abordadas en las ponencias fue realmente un encuentro también muy enriquecedor, muy fructífero y con una participación muy entusiasta de diversas instituciones de educación superior a lo largo y ancho del país, realmente nos dio pues mucho gusto esta disposición a participar y al trabajo colaborativo en el marco de esta comisión. La siguiente, por favor."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Y bueno, el acuerdo principal es realizar reuniones de seguimiento, la primera de ellas les decía 11 y 12 de julio. La siguiente."
"Dra. María José Rhi Sausi Garavito, directora del Sistema de Acreditación y Evaluación de la Educación Superior","Y me parece que ya con eso terminamos, entonces más bien estaré atenta por si hubiera alguna duda o comentario al respecto. Muchas gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias. Como nos hemos siempre conducido con verdad y anunciándola, hay la idea que rondaba de fusionar educación superior con ciencia y tecnología, pero primero tienes que crear, si me adelanto una secretaría de ciencia y tecnología para poder plantearse en esa dinámica. Ni estoy especulando ni nada, esto se planteó en los foros, se discutió y entonces pues hay que retomarlo como una de las posibilidades de integración, es obvio que si se mantienen por separado, hay que quedar muy claros en las reglas que habría sobre los posgrados y no perder otra vez terreno ganado en el mejor de los sentidos de coordinación hacia nuestras instituciones por parte de los posgrados."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Como yo no ando compitiendo por ningún puesto, lo digo así directamente, o sea sería un paso atrás volver a perder a nuestros posgrados en atención a ciencia, tecnología, etcétera, es hay que buscar una mejor integración y una sinergia, yo entiendo que hoy, sobre todo con el cambio en la economía, tenemos que adelantar una secretaría de ciencia, tecnología, innovación, etcétera, y humanidad, pero directamente ligada a una buena relación a nivel de las instituciones de educación superior."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","O sea, pongo sobre la mesa un elemento que estará a debate en los próximos meses y que creo que es fundamental ahí integrar en esa discusión."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Si hubiera alguna otra intervención por ahí, sí, adelante, por favor."
Participante,"Sí, muchas gracias. Felicito el esfuerzo de hacer esta reflexión sobre el posgrado, yo creo que es indispensable."
Participante,"Lo único que pediría es que nos incorporen de una manera más abierta. Como ustedes saben, y esto es algo que ya hemos discutido muchísimo, dos terceras partes del alumnado de posgrado está actualmente en universidades particulares. Yo creo que es importante que haya esa representación y creo que es muy importante, lo adelanto porque creo que es un tema fundamental, también es poder hablar con toda transparencia y toda claridad de dos tipos de posgrado, por lo menos, el posgrado en ciencia y el posgrado profesionalizante."
Participante,"Creo que en un país como el nuestro se necesitan ambos y este criterio, al final de cuentas, el que no puede faltar es la calidad y pertinencia tienen que estar siempre presentes, pero creo que es muy importante que se viva esa discusión de una manera muy seria."
Participante,"Y esto, pues creo que va también en línea con lo que comentaba el doctor Concheiro hace un momento, de estar seguros de que el posgrado esté muy arraigado a la estructura general de educación superior."
Participante,Ese sería el comentario y el pedido muy concreto de ser incorporados en las etapas posteriores que ya veíamos están programadas para fechas posteriores.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Así es. Muchas gracias. Está considerado sí, así, y en esta perspectiva que se acaba de trazar y sobre todo lo veremos en el compromiso tanto de los semiconductores como de los otros referentes que así han sido definidos de soberanía agroalimentaria, de soberanía en salud y de soberanía en términos de la determinación de cómo nos insertamos en la nueva división internacional del trabajo a través de lo de los semiconductores, ahí hay toda una estrategia que efectivamente atraviesa o es atravesada por los posgrados, y ese sería nuestro gran instrumento hoy día eso."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Hay que decir que a contrapelo los posgrados en el ámbito particular o en el ámbito de las instituciones de educación superior públicas han perdido el gran empuje que manejaron en algún tiempo, hoy tenemos menos demanda en general, sí, no en particular para algunos posgrados, pero hay una menor demanda."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Algo está sucediendo con el mercado laboral, con la imagen del sentido que tenía de inserción social, el posgrado en general. Entonces hay que revisarlo, creo que es fundamental, también verlo en esta dinámica de la pertinencia y eso. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Adelante.
Bernardo,Muchas gracias. Yo quisiera simplemente complementar lo que está comentando el subsecretario.
Bernardo,"A nivel internacional, el promedio de estudiantes de posgrado sobre estudiantes de educación superior está arriba del 15%. México tiene un posgrado muy pequeño. Tenemos un posgrado del orden del 8% del del total de estudiantes de educación superior. Entonces hay un déficit enorme en México, que creo que debe ser un elemento de atención de política pública de la mayor importancia en los próximos años."
Bernardo,Quise hacer es citar ese dato para complementar el comentario anterior.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muy bien. Entonces hay una necesidad superior o superlativa y frente a una realidad que tenemos que enfrentar juntos y ver y no solo tiene que ver con las becas, etcétera, sino también quizá en el matiz y en la pertinencia, se dice rápido este concepto, sí, pero de cómo estamos renovando nuestros planes, programas, a qué velocidad y además en qué perspectivas de armar escenarios de futuro y ya no solo tendencias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Uno sigue teniendo, digo una que es clave y que tuvo que ver también con los CONALEP, toda la idea, el único ejercicio que se hizo sobre estudiar trayectorias profesionales y educativas, es el único gran ejercicio que se hizo. Lo teníamos aprobado y no se estudió a fondo, si de contrastar en 10, 12 años lo que hubiera sido la posible tener ahí datos duros de cómo se comporta en el mercado ciertas. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Por ejemplo, CONALEP salía un dato que llamaba muchísimo la atención. Toda esta cuestión de informática, dicha en general, uno en el sentido común podría decir, ah, pues está muy bien, no, en de capa caída por completo en el mercado, en tanto otros mucho más específicos a nivel de educación superior, una mucho mejor inserción, producto de ver hacia dónde se estaban moviendo precisamente el mercado y qué entendemos por cada uno de los, a veces, términos, le quito la categoría de… de eso… de categorías, en términos generales."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pero entonces creo que el ejercicio de ver cómo funciona y cuál ha sido la inserción laboral de nuestros egresados, y en particular también de los posgrados aparece como más que necesario en términos de puestos. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Otra cosa que era terrible era ver el salario, mejores trayectorias académicas, mejores las mujeres, mejores este digamos arranque para para resolver distintas cuestiones y resulta que el salario la mitad del de los hombres. Bueno, ese es un dato y es rudísimo, sí, habla de cómo está, digamos de machista el mercado. Sí, y ahí no somos las instituciones, no es lo público, sino es el mercado efectivo que está actuando de cierta forma que esos datos nos pueden nos pueden este ayudar directamente a ir entendiendo cómo se están transformando los mercados laborales, lo hemos venido discutiendo."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pero bueno, Bernardo, gracias por la por la información y la intervención, entonces sí tenemos que avanzar en una perspectiva por lo menos dice él en estos dos tipos de posgrado, pero que tienen también que ver con las modalidades abierto, mixto, escolarizado, etcétera, etcétera, también otros rasgos que tendríamos que ir profundizando eh aquí entre nosotros."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Y entonces me permito si están de acuerdo a ver, adelante, perdón."
Xóchitl,"Sí. Gracias. Yo nada más quiero agregar otro elemento porque efectivamente creo que todavía nos hace falta mucho trabajo en términos de la vinculación de la secretaría de educación con las áreas de investigación, institutos, bueno en nuestro caso son institutos de ciencia y tecnología para coordinar esos ejercicios, la verdad es que nos ha costado trabajo. "
Xóchitl,"Pero también yo creo que hay un tercer elemento importante a considerar que entra también ahí en escena la secretaría de economía y creo que es muy coherente con esta propuesta que ustedes están haciendo el planteamiento de estudiar a profundidad cómo se está desarrollando, entonces mientras al interior de las universidades tampoco se conozca la orientación eh económica hacia dónde se están conduciendo las regiones resulta muy complicado y bueno a mí me pareció muy interesante la propuesta que comentaba la compañera en línea y es que efectivamente si yo quisiera decirles a los chicos de educación media superior qué es lo que a nivel de desarrollo económico está surgiendo en sus estados, pues para poder decírselo las universidades deberían saberlo."
Xóchitl,"Para poder decir ""es que vas a tener trabajo aquí"", está pasando esto, o sea, si aquí es donde tienes que orientar y deja de ser un ejercicio meramente de intuición, tratar de adivinar qué profesión es la que te puede dar o ayudar a construir el proyecto de vida que tengas en la vida, e incluso a prospectar, porque yo creo que también es un problema de carácter nacional, esta necesidad de formarte en un posgrado, y en elegir precisamente el tipo de posgrado que necesitas. "
Xóchitl,"Entonces ahí hay muchos elementos que ya se tienen que empezar a articular. Yo creo que se han dado unos pasos en este trabajo de la comisión de impulso que yo particularmente creo que no ha ido tan rápido como de repente nosotros quisiéramos para poder ir avanzando y que no nos ha permitido ahora llegar a estos, como a estos temas de manera mucho más concreta y aterrizada. Les digo porque nosotros platicamos de eso y no tenemos tantas conclusiones, tenemos intenciones, pero creo que esta coordinación sí nos podría ayudar al interior de los estados a aterrizar estos temas de manera más efectiva. Nada más sería mi comentario."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias. Anuncio de una vez, yo sé que forzando la maquinaria, pero así estamos, que el día 27 de este mes, precisamente de la región sur-sureste se reunirá en la ciudad de Oaxaca, a las 11 de la mañana, después de una reunión que tiene que ver ¿con qué, Ramón? Las de las MIPYMES. Ahí hay una reunión en Oaxaca, pero con proyección hacia el país de parte de la Secretaría de Economía, de un incentivo desde las instituciones de educación superior sobre las MIPYMES. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, después de esa reunión que es en realidad una feria de MIPYMES y sobre experiencias, ya saben, en este estilo de que se inaugura y entonces empieza uno a pasear por las MIPYMES exitosas y puede uno intercambiar, etcétera, ahí en el centro de convenciones de Oaxaca tendríamos la reunión a las 11 de la mañana para ver CONAPO y sería toda esta reclamación igual que se veía en el caso anterior del CONAPO junto con el planteamiento de la Secretaría de Economía sobre esta vocación de las regiones, vocación vista sobre la base de las inversiones anunciadas."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Hay vocaciones que son históricas, pero esta sería sobre la base de la dinámica que tenemos hoy y que enfrentamos hoy ante una economía que va en crecimiento. Yo puedo seguir discutiendo que esta la vocación de esta región es de servicios, pero resulta que la inversión que está llegando es básicamente a nivel industrial o estoy dando un ejemplo así nada más, entonces ahí hay un gran cambio."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces es lo que estamos tratando de dar los instrumentos, los documentos, los indicadores para que en el marco de los COEPES podamos tomar las decisiones con más elementos de las dinámicas."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Chiapas es el único estado del país donde sigue creciendo la población, es el único estado de nuestro país donde sigue por arriba, digamos, es como en los años todavía 70 de nuestro del siglo pasado y entonces sigue creciendo, va a ser muy interesante ahí el debate con respecto a los otros estados. Porque el crecimiento de la población es sobre base de dos hijos por cada mujer, 2.1, se entiende. Esto es así de simple, 2.1 y ahí estamos hablando de casi tres. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Y entonces en ese sentido hay todo un hay un crecimiento que ya no tenemos, entonces se comporta al año 2054 que va a ser el punto de quiebre nacional, ya lo es en la Ciudad de México desde 2018. 2018 la Ciudad de México dejó de crecer, punto. Sí, no es que ahí nos vaya a alcanzar o a quién nos vaya a alcanzar, si no ya llegó. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces toda esa información que está reclamando para tomar decisiones, otra vez es o la damos masticada, perdón, con todo el respeto o se las damos y entonces es la oportunidad de empezar en conjunto y apoyo a la toma de decisiones por cada entidad con sus características, con su dinámica, etcétera. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","A la distancia tenemos a Edilberto Cervantes de la UnADM. Edilberto, por favor."
Edilberto Cervantes de la UnADM,"Usted ha tocado este tema en algunas de las reuniones, incluso ahora en Tampico hace algunos días, la cuestión del mercado de trabajo. Creo que este es un punto muy débil en la relación entre lo que es la demanda de recursos humanos y lo que es la oferta de la educación superior. Desgraciadamente los estudios sobre el mercado laboral son muy escasos en México, yo conozco un solo autor que, pues hace su esfuerzo, creo que es la UAM, no me acuerdo. Casi cada 10 años, pero no hay. A mí me tocó hacer algunos estudios del mercado laboral en Naucalpan, pero se encuentra uno con que la información pues hay que trabajarla mucho más y a veces las propias empresas no tienen claridad sobre cuál es el perfil del recurso humano que están demandando. Entonces encontrar esta relación entre la oferta educativa y la demanda del mercado laboral es un asunto que está ahí pendiente. Ese es mi comentario, señor subsecretario. Muchísimas gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sí, adelante, por favor."
Participante,"Bueno, muy breve doctor, creo que es un punto mucho muy importante, ahorita lo comentaba con cierta claridad, pero es importante no dejar de voltear a ver hacia el sector productivo."
Participante,"Hoy en día, a estas alturas, afortunadamente muchos de nuestros egresados de tecnológicos, universidades estatales y, sobre todo, tecnológicas y politécnicas, hoy son empresarios exitosos. Y pues bueno, son pequeños empresarios exitosos y ellos siempre sienten ese amor a la camiseta, ese compromiso, ese deseo de aportar algo de ellos hacia el avance de las instituciones; y ellos siempre, cuando se les convoca, acuden gentilmente y participan en todos los proyectos que tienen que ver, sobre todo, con la formación de nuevos profesionales."
Participante,"Entonces, es ahí una oportunidad que no debemos dejar pasar y que incluso pudiera pensar, incluso, que estos estuvieran también formando parte del CONACES, sus puntos de vista, sus observaciones son muy importantes y hay un rubro todavía más importante que es el que usted ha comentado en otras ocasiones el subsecretario, que esa falta de coordinación le quiero llamar así, entre la preparación de los futuros profesionistas y los sueldos que hay actualmente que eso también inhibe el o desmotiva que luego el joven esté pensando en tener ya no digamos cursos de posgrado sino de licenciatura de ingeniería. "
Participante,"Entonces invariablemente que eso va a tener que irse atendiendo y no va a quedar de otra porque hoy en día pues caray a diario nos están tocando la puerta empresas de otras latitudes de otros países que se están llevando a nuestras gentes obvio porque les pagan mejor y ya lo hemos visto por ejemplo con los médicos, resulta que hay más médicos en Estados Unidos ejerciendo que aquí en nuestro país me refiero a médicos formados aquí en nuestro país. "
Participante,"En fin, creo que es una asignatura por ahí pendiente que tendremos que voltear allá consolidarla y de esa manera tener un poco más de certeza en los perfiles que está demandando el sector productivo. Sería cuanto. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Gracias. Adelante, sí, por favor. "
Participante de la Universidad Intercultural del Estado de México,"Muchas gracias, más breve, para ir avanzando. Yo vengo de la Universidad Intercultural del Estado de México y justamente tratábamos estos asuntos de los posgrados ayer. Pues bueno, estamos aquí entre colegas que en alguna época pues fuimos docentes, y cuando nos formamos en los programas de maestría, pues bueno, nos dieron becas de CONACYT. Yo me acuerdo de que éramos quince, pero ahora pusieron un candado, solamente se admiten ocho estudiantes para estos programas de posgrados. "
Participante de la Universidad Intercultural del Estado de México,"En la Universidad Intercultural del Estado de México tenemos dos programas de posgrados. Y bueno, frente a esta realidad de que solamente se admiten ocho en cada programa, pues bueno, se reduce la posibilidad de que recibamos más estudiantes. Estamos viendo esta estos datos que nos están proporcionando aquí, tenemos déficit de gente que investigue. Pero para el caso de las universidades interculturales, en concreto en el Estado de México, indudablemente estamos en terrenos vírgenes, hace falta investigar muchas cosas. "
Participante de la Universidad Intercultural del Estado de México,"Ahora que la política va a ser justamente lo que acaba de anunciar la presidenta electa, la soberanía alimentaria es fundamental y justamente esta reunión tenemos que tratar estos asuntos de la soberanía alimentaria y qué comen y cómo comen nuestros estudiantes. Pero bueno, era ese comentario de que existe ese candado de CONAHCYT, que solamente se admiten ocho estudiantes para estos programas de maestría. Muchas gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Ya no debería ser así, entonces hay que revisar eso porque es todo lo contrario, quizás sea información antigua o algo así, pero hay que recuperarla, porque sí me preocupaba que tuviéramos esa idea, pero creo que eso ya se superó, pero lo hablamos brevemente más adelante. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Perdónenme, pero tenemos que avanzar, por la otra reunión y aún tenemos algunos puntos aquí. Me permito pasar a plantear el acuerdo, si es sí, entonces voy a leerlo. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Acuerdo S.O.CONACES.12ª.8. El CONACES toma nota de los avances y del trabajo realizado por la Comisión para el Impulso de la Investigación Científica, Humanística, el Desarrollo Tecnológico y la Innovación en las IES, particularmente, de la realización del Primer Foro en la materia. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, ¿quién está por la negativa? "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",¿Abstenciones? 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Bien, queda aprobado. Por favor, tómese nota. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pasamos entonces al punto número ocho, que es la presentación del convenio de colaboración para impulsar el desarrollo de la industria de semiconductores. Quisiera mencionar que hace unos días, el 6 de junio, se aprobó y se publicó en el Diario Oficial de la Federación un convenio, así le dieron forma de colaboración entre, y voy a leerlo porque es muy importante: Secretaría de Hacienda y Crédito Público, la Secretaría de Medio Ambiente y Recursos Naturales, la Secretaría de Energía, la Secretaría de Infraestructura, Comunicaciones y Transportes, Secretaría de Educación Pública, la Secretaría de Desarrollo Agrario, Territorial y Urbano y el Consejo Nacional de Humanidades, Ciencias y Tecnologías, así como la Comisión Nacional del Agua. Aquí debo decirles solo algunos puntos. Ahí teníamos una presentación que no es presentación porque es un texto ilegible, demasiado grande, demasiado grande, o sea, porque a veces queremos preparar ahí los distintos elementos. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Solo quisiera subrayar con respecto a lo que hemos hablado, sí tiene la ventaja la presentación de que se fijaron, sobre todo las compañeras, para hacer una síntesis sobre el tema de las obligaciones, si las ponen de todas maneras por donde alcancemos a leer. Estas obligaciones tienen que ver con una ventanilla única para verificar y plantear las dimensiones de la industria de los semiconductores, su importancia, los distintos, digamos aspectos e industrias que toca la de los semiconductores y entonces faculta a la Secretaría de Economía en un planteamiento de que todas las otras instancias que ya mencioné, tienen que abundar para tener una ventanilla única para poder hacer un balance efectivo de por dónde va. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sobre todo porque no hay que olvidar que la inversión extranjera en México se mide por la nueva inversión extranjera. Cuando lo que tenemos aquí y quizá sea el rasgo interesante es que la industria ya existente en México, la industria que además tuvo su inversión extranjera, hoy está reinvirtiendo absolutamente todas sus ganancias."
